sentence,tipo
"Provide documented process and tool for managing revisions of security software components including generating automatic alert notifications for TLS certificates that are about to expire, with adequate lead time to issue a replacement certificate.",NFR
"Provide documented process for evaluating security alerts from OS and application vendors, shielding systems from attack until patched, and installing security patches and service packs.",NFR
"Provide documented procedures for security monitoring and log management functions, and use writeonce technology or other secure approaches for storing audit trails and security logs including the use of a Security Information Event Management SIEM and log scanning tools.",NFR
"Provide documented procedures and establish procedures and tools for risk and vulnerability management, intrusion prevention and detection, defense against denialofservice attacks, incident response, and incident reporting, escalation and investigation.",NFR
"Demonstrate that more than 75 of the Vendors security staff has security industry certification, such as from the Certified Information Systems Security Professional certification program www.isc2.org, Global Information Assurance Certification or equivalent.",NFR
"Design, build and test application fixes.",NFR
"Design, build and test infrastructure fixes.",NFR
Perform unit testing of fixes.,NFR
Coordinate integration and system testing of fixes.,NFR
Coordinate migration of changes to production following the proposed change and release procedures.,NFR
"Provide a detailed report of cause of the break and action taken, including enhancements to tools and processes, to prevent it from reoccurring in the future.",NFR
Capture and verify service request ex,NFR
"new report, configuration change.",NFR
Maintain backlog of requests.,NFR
Create Conceptual and Functional Design.,NFR
Estimate effort and perform application impact assessment.,NFR
Review and approve ad hoc request proposals.,NFR
Develop application configuration changemodification plans.,NFR
Conduct walkthrough review of configuration changemodification.,NFR
"Program, compile and document configuration changesmodifications.",NFR
Perform unit testing on all changes.,NFR
Perform integration testing for all changes.,NFR
Perform regression testing for all changes.,NFR
Perform user acceptance testing for all changes.,NFR
Update user documentation and training materials and train the trainer prior to User Acceptance Testing.,NFR
Plan and deliver enduser training and adoption of modifications.,NFR
Maintain technical architecture documentation.,NFR
Evaluate impact on applications DR plan and coordinate and update the change in the DR systems if applicable.,NFR
Evaluate impact on system capaCounty and performance for each modification.,NFR
Coordinate migration of changes to production following the proposed change and release procedures.,NFR
"Conduct annual planning for technology refresh in compliance with software vendor licensing, specifications and upgrades.",NFR
Maintain existing usertraining documentation to reflect impact on system and documentation due to reported defects or added enhancements.,NFR
Maintain overall accountability for management of technicalsystem documentation.,NFR
Maintain existing technicalsystem documentation as required to reflect system changed andor to enhance or improve quality of documentation.,NFR
Create documentation to address existing gaps in documentation of current application configuration and functionality.,NFR
Document incidentrequest resolutionworkaround in the County Helpdesk tool as it applies.,NFR
"Propose Account Management structure, planning and procedures.",NFR
"Review Account Management structure, planning and procedures and propose changes to align with the County requirements and organization.",NFR
"Maintain and implement Account Management structure in coordination with Office of the AssessorRecorder staff, planning and procedures accordingly.",NFR
Develop a service ordering process that clearly defines how to order change or delete services.,NFR
"Received business request from authorized County representative, monitor and report progress to County representative.",NFR
Prioritize and approve major project or service requests.,NFR
Maintain prioritization of project or major Application change requests.,NFR
"Recommend measurement approach, criteria and format for administrative, service activity and service level reporting.",NFR
"Approve measurement approach, criteria and format for administrative, service activity and Service Level reporting.",NFR
"Establish operations and service management quality assurance and control programs, including Assess and document stakeholder expectations Perform Client Quality Management Assessment CQMA Reviews and communicate to stakeholders Monitor progress against CQMA action items",NFR
Provide application service level reporting based on agreed upon SLA Targets.,NFR
Develop and implement Customer Satisfaction program for tracking the quality of service delivery.,NFR
"Provide account management and QA reporting , statistics, trends, audits.",NFR
Create a detailed Transition Plan and the Disentanglement Plan that covers all activities and the efforts of all involved parties,NFR
"This part of the plan should express this in time and budget requirements, action ownership and program governance.",NFR
Complete inventory of all assets covered by the contract and required to provide the services.,NFR
Ensure that the Transition and Disentanglement Plan includes handing over the applicable key assets based on the delivery model in an agreedto format and deleting any extra copies of County data that is not being provided to the County,NFR
"These assets include but are not limited to All contract managment related agreements including subcontractor agreements that are required to provision the Services Databases including fault tolerance databases All System programs and source code System and operations tools configuration information All forms of System related documentation and manuals including Architecture and Design Documents Development and operations tools, procedures and documenations Knowledge databases such as those used by the HelpDesk Asset registers and maintenance history and status Any other similar items that the Vendor Provider used or produced during the course of, or for the purpose of, provisioning the Services or relating to the configuration control of the Services Any account passwords if applicable",NFR
Approve Transition Plan and the Disentanglement Plan.,NFR
Hold briefings on the status and comprehensive nature of all items handed over.,NFR
Complete knowledge transfer of the Services to the County or alternate service providers.,NFR
"Define the plan and execution means by which no interruption of the provision of the Services, or reduction in service levels, will occur during the handover period, and during transfer to the County or the new service provider.",NFR
Identify and complete the transfer to the County for the remainder of the term of the relevant license of all Software and other licenses used in the provision of the services by the service provider.,NFR
"Arrange for the provisioning of a physical data room into which information shall be placed during transition, for the County and the new service providers inspect and make copies as required in preparation for removal.",NFR
Manage the execution of the Transition Plan and the Disentanglement Plan.,NFR
"Manage regularly scheduled and ad hoc meetings, as well as other communications, to address issues that may affect how involved parties perform their responsibilities in relation to the Transition Plan andor the Disentanglement Plan.",NFR
"Arrange for the transfer of personnel, including communications, briefing and negotiation, applicable to such personnel who are required for the continuation of the involved Services, and within the boundaries of applicable law.",NFR
Develop the final handover and acceptance criteria.,NFR
Approve the acceptance Criteria.,NFR
"Introduce any all new service providers to all relevant information and training to allow the service provider to leverage the County Technology Platform, tools and services and operate within the multiple vendor environment, as required.",NFR
The app shall run on a smart phone with Android OS least version 3 .,NFR
"All layout shall be according to the TUe corporate identity, unless in conflict with the guidelines of requirements UCOR003UCOR006.",NFR
The icons shall be according to the Android Icon Guidelines.,NFR
The user interfaces shall be according to the Android User Interface Guidelines.,NFR
The Twitter tweet interface shall be according to the Twitter Guidelines.,NFR
The Facebook like interface shall be according to the Facebook Guidelines.,NFR
The campus map shall cover the campus of the TU,NFR
The campus map shall cover the central train station of Eindhoven.,NFR
A new stylistic map must have the right dimensions.,NFR
A new stylistic map must be geographically correct.,NFR
News will be restricted to what is available in the feeds on the list of news RSSfeeds.,NFR
Agenda will be restricted to what is available in the feeds on the list of agenda RSSfeeds.,NFR
Information about a certain person will be restricted to what is available on the employee pages of the TUe Encyclopedia.,NFR
The information and the search methods of the Encyclopediaapp will be restricted to the services provided by the MediaWiki of the TUe Encyclopedia.,NFR
The information and the search methods of the Student Handbookapp will be restricted depending on file format of the handbookinformation.,NFR
"The search response time for the system must consistently be within two seconds, with an ideal goal of one second, based on measurments from 1000 searches during testing.",NFR
"System dependability ensures users are informed of any issues for trusted system performance , measured during testing and prioritized highly.",NFR
"The application should ideally use less than 10 MB of storage space, with a hard limit of 20 MB.",NFR
"The applications memory usage on the mobile operating system should ideally be below 10 MB, with a strict limit of 20 MB during operation.",NFR
"The system should reliably deliver accurate search results in over 98 of cases, aiming for 99 or even perfect accuracy during operation",NFR
"The system should be accessible to users more than 98 of the time, ideally aiming for 99 or even continuous uptime.",NFR
The application requires an internet connection to function.,NFR
The application requires a GPS connection for functionality.,NFR
Login communication must be 100 encrypted to prevent usernames and passwords from being intercepted during data exchange between the application and server.,NFR
The restaurant owner login system must always prevent unauthorized access by notifying users of failed login attempts with nonexistent accounts.,NFR
The admin login system must always block unauthorized access and notify admins of failed login attempts with nonexistent accounts.,NFR
"To prevent unauthorized access, restaurant owner accounts will be locked for 30 minutes after three failed login attempts, disabling login functionality during that period.",NFR
"Admin accounts will be secured by a 30minute lockout following three failed login attempts, preventing access from that IP address during the lockout period.",NFR
"The system will enforce unique usernames during user account creation, prompting users to choose a different username if their desired one is already taken.",NFR
"Restaurant owner account creation prioritizes security by enforcing unique usernames, requiring them to choose a different option if their desired name is unavailable.",NFR
"The applications code structure should be designed for easy extension, facilitating the addition of new features.",NFR
The application will require welldefined test environments to ensure thorough testing of its various functionalities.,NFR
The application should be designed for easy porting between iOS and Android platforms.,NFR
"The system must support 10,000 concurrent users with a maximum response time of 2 seconds.",NFR
"The system will be developed using Waterfall methodology, ObjectOriented Programming in Java, targeting Android devices 3 onwards with a mandatory internet connection.",NFR
The system will be designed in such a way that the algorithms for the four main units will be able to be easily swapped out.,NFR
The overall accuracy of the Web APIs response will be measured using a developermade testing set.,NFR
The overall accuracy is calculated by dividing total number of correct answers by the number of questions asked.,NFR
The accuracy of the Generic Question Construction part will be close to 80,NFR
The system will be designed in such a way that the algorithms for the four main units will be easily swapped out.,NFR
"A Drexel University Web API is being designed to answer questions about campus facilities, staff, policies, dining, and food trucks, with accuracy ranging from 40 for food trucks to 80 for generic question construction.",NFR
"The average time for the server to respond, over the question testing set, will be less than or equal to 2 seconds",NFR
"The connection between the Web API and the programs will use HTTPS, for security.",NFR
A new user will make less than 3 mistakes in 5 minutes after 5 minutes of use.,NFR
The search feature should be prominent and easy to find for the user.,NFR
"The different search options should be evident, simple and easy to understand.",NFR
Users should be able to easily understand and select results from the list with just a single click.,NFR
"Map results should be clear and userfriendly, allowing selection of any pin with a single click.",NFR
"The information link for each result should be clear, easy to identify, and open with just a single click.",NFR
The user interface should be GUI based.,NFR
The user shall be able to enter data using a cell phone keypad layout.,NFR
Users shall be able to configure settings both locally on the device and remotely.,NFR
The system shall provide selection menus to minimize the need for manual typing of options.,NFR
Application prioritizes fast network response as it relies heavily on data retrieval rather than phone processing power.,NFR
The application itself will only have minimal logic and so there should be little to no issues with the computation required by the phone itself.,NFR
"The only hazard is a user using the device when they should not be, such as while driving.",NFR
Secure connection to an internal system shall be required for user login and identification.,NFR
"The primary attribute of this application will be usability given the large amounts of data and information that will be presented on such a small screen, as well as the users ability to input data into the device in a reasonable manner that should not be that much more difficult than if they were at an actual computer.",NFR
"With regards to the intended number of users in the Amsterdam pilot, and the projected load scenarios, the intention is for the system to be able to serve 000 queries day in large part during the 4 peak traffic hours.",NFR
Users shall be able to trust and understand the system through its simplicity and transparency.,NFR
The system shall anonymize and aggregate route information to enable safe sharing without compromising user privacy.,NFR
The system shall employ encryption for all privacysensitive data at rest to ensure both security and basic functionality.,NFR
The system shall allow users to create unverified anonymous avatars or aliases.,NFR
"The system shall empower endusers to manage their private data, including the option to delete their personal repository.",NFR
"The system shall be multilingual, supporting English, Turkish, Finnish, and Italian for international deployment.",NFR
The system shall support the display of all user interface text elements in both English and Dutch.,NFR
The system shall allow qualified programmers to extend functionality through adding subapps and launchers.,NFR
The system shall allow authorized users to delete subapps and their launchers within the main application.,NFR
"The system shall allow application maintainers to configure information sources for subapplications like agenda, news, Facebook, and Twitter.",NFR
"For nonprogrammers, the system shall allow customization of the applications visual style colors and icons for easy maintenance.",NFR
"The application shall be extensible, allowing skilled Java Android programmers to add new subapplications with launchers to the main interface.",NFR
Radford University students shall use their RU credentials to access automatic class schedule and assignment sharing.,NFR
"The system shall operate primarily offline, with networked authentication components functioning only when Radford Universitys systems are available.",NFR
The development team will follow best practices for clean code and software modularity in order to make the application as maintainable as possible.,NFR
Users will be able to access this application on or off campus anytime on their mobile device without the need of an internet connection.,NFR
The system shall offer extensive customization for course and calendar details while maintaining a more static design for other functionalities.,NFR
"The system shall function as a reusable semestertosemester application for returning students, offering automatic class schedule updates and integration with the Radford University mobile app.",NFR
The system will be designed in such a way that the algorithms for the four main units will be able to be easily swapped out.,NFR
The overall accuracy of the Web APIs response will be measured using a developermade testing set.,NFR
The overall accuracy shall be calculated by dividing total number of correct answers by the number of questions asked.,NFR
The accuracy of the Generic Question Construction part will be close to 80.,NFR
The accuracy of the Generic Answer Construction unit will be close to 70.,NFR
The accuracy of the Generic Answer Population unit will be close to 70.,NFR
"The average time for the server to respond, over the question testing set, will be less than or equal to 2 seconds.",NFR
"The connection between the Web API and the programs will use HTTPS, for security.",NFR
A new user will make less than 3 mistakes in 5 minutes after 5 minutes of use.,NFR
The FAU class ensures securityrelevant events are logged and identifies what information should be included in those logs.,NFR
"The system shall be designed for high performance with optimized server queries, instantaneous screen transitions, and subsecond costdivision computation.",NFR
"SplitPay will prioritize user safety by ensuring it doesnt interfere with other apps or data, and in the future, the application will warn users against using it when focus is critical.",NFR
The system shall prioritize convenience over robust user authentication by relying solely on Google email verification in the future.,NFR
"SplitPays user interface will prioritize usability and clarity, featuring a visuallyappealing design and leveraging informative notifications and popups to guide users in the future.",NFR
"The system will prioritize errorfree expense splitting calculations while offering full app functionality offline, caching financial data until reconnected.",NFR
"While a fast internet connection is optional, the system shall be designed to perform optimally with a fast connection.",NFR
The system shall ensure compliance with Google Maps API terms of use by adhering to Googles policies.,NFR
"User shall be able to access the Catalogue PDF, 360 videos, and contact a representative using the sub navigation icons.",NFR
"Users are not able to safely operate the device under certain conditions, such as while driving.",NFR
System shall be able to integrate with the internal system for user login and identification.,NFR
System shall be able to maintain data security.,NFR
System shall provide a data entry experience comparable to a desktop computer.,NFR
System shall be designed for mobile portability with minimal storage requirements and efficient performance.,NFR
"The system shall be able to support 10,000 concurrent users.",NFR
System shall respond to user interactions within 2 seconds.,NFR
System shall require authorization for project admins before they can access the admin interface to manage project sites.,NFR
System shall implement standard web security measures.,NFR
"System shall be designed for easy extensibility, maintainability, and potential release as an opensource application.",NFR
System shall be deployable and operational in under one minute upon USB insertion.,NFR
"The system shall be designed for extensibility, maintainability, and opensource release.",NFR
Upon the USB being plugged in the system shall be able to be deployed and operational in less than 1 minute,NFR
The system shall be able to handle 1000 customers logged in concurrently at the same time.,NFR
The system shall be able to provide adequate response times for commonly performed functions under both standard and peak loads across all user interfaces of the application.,NFR
The system shall perform searches returning results within 58 seconds simple and 1015 seconds advanced regardless of data size.,NFR
"The system shall be able to retrieve and display a recently accessed within the last 2 months case within 58 seconds, regardless of storage capacity or the number of cases in the system.",NFR
The system shall be scalable to accommodate police stations of all sizes and caseloads.,NFR
The system shall be able to support a multilingual interface.,NFR
The user shall be able to access help content in both offline and online modes.,NFR
The system shall be accessible to users both from within the application and through a web browser interface.,NFR
The System must allow the user to limit access to cases to specified users or user groups.,NFR
the system shall enforce rolebased access control RBAC for its functionalities.,NFR
The System must allow a user to be a member of more than one group.,NFR
The System must allow only adminusers to set up user profiles and allocate users to groups.,NFR
The System must allow a user to stipulate which other users or groups can access cases.,NFR
"The System must allow changes to security attributes for groups or users such as access rights, security level, privileges, password allocation and management to be made only by superuser.",NFR
System shall restrict search results to only records the user has access rights for both quick and advanced searches.,NFR
System shall log unauthorized access attempts to cases in the audit trail.,NFR
"The system shall be able to create a complete audit trail for all case access, activities, and related documents or data.",NFR
"All error messages produced by the System must be meaningful, so that they can be appropriately acted upon by the users who are likely to see them.",NFR
"The System must employ a single set of user interface rules, or a small number of sets to provide a familiar and common look and feel for the application.",NFR
"Ideally, each error message will be accompanied by explanatory text and an indication of the actions which the user can take in response to the error.",NFR
"The System must be able to display several entities cases, suspects simultaneously.",NFR
"The system shall allow users to customize interface elements displayed columns, layout and save these preferences in their profiles.",NFR
The System must provide End User and Administrator functions which are easy to use and intuitive throughout.,NFR
Frequentlyexecuted System transactions must be designed so that they can be completed with a small number of interactions mouse clicks.,NFR
The system shall comply with Standard ISO 9241 for user interface design.,NFR
The system shall provide textual descriptions or alternative functionalities for all nontext media like images and videos.,NFR
"The system shall provide selfdescriptive navigation, allowing users to understand their location, history, and future options within the application.",NFR
The system shall be able to offer users alternative ways to navigate to the same content.,NFR
The system shall minimize splash screens and only display them if they provide valuable information to the user.,NFR
The system shall allow users to skip the splash screen if one is present.,NFR
"The system shall minimize vertical scrolling by prioritizing top placement of important information and utilize links for less crucial details, and avoid horizontal scrolling altogether.",NFR
The system shall minimize user errors and make error recovery effortless.,NFR
"The user interface shall display clear error messages explaining the issue and suggesting solutions, all in the users chosen language.",NFR
"The system shall be able to handle user interfaces that accept and display information like currency, measurements, dates, and addresses in a way that is clear for users from various backgrounds.",NFR
Users shall be able to resize text using builtin functions or appropriate methods.,NFR
The system shall ensure that textual content is free of spelling and grammatical errors for clear readability.,NFR
"The system shall present information on the screen in a userfriendly way using short sentences, clear sections, and bullet points for easy reading and understanding.",NFR
The system shall ensure text readability considering display characteristics and follow ISO 9241303 for screen text legibility.,NFR
"System shall use clear and familiar labels for navigation links, considering users general knowledge and experience with similar systems.",NFR
The system shall be able to clearly mark links that open in new browser windows or popup windows.,NFR
The System must be available to users on all weekdaysxxx days per year.,NFR
The system shall have planned downtime not exceeding xx hours in a rolling threemonth period.,NFR
The system shall have unplanned downtime not exceeding a specified duration to be determined in a rolling threemonth period.,NFR
The system shall experience no more than x unplanned outages in a rolling threemonth period.,NFR
The System must provide adequate response times for commonly performed functions under both standard and peak conditions,NFR
The application must be able to link up with the INTERNAL system in order for users to properly log in and be identified.,NFR
The system shall be able to retrieve and display frequently accessed cases within the last 2 months within 58 seconds regardless of data volume.,NFR
The system shall be scalable and accommodate police stations of all sizes with varying caseloads.,NFR
Upon the USB being plugged in the system shall be able to be deployed and operational in less than 1 minute.,NFR
The system shall be able to handle 1000 customers logged in concurrently at the same time.,NFR
The system shall be able to retrieve 200 products per second.,NFR
The system shall be able to add product to shopping cart in less than 2ms.,NFR
The system shall be able to search for a specified product in less than 1 second.,NFR
The system shall be able to email customer and vendor in less than 1 second.,NFR
The system shall be able to validate credit card in less than 2 seconds.,NFR
The system shall be able to acquire shipping charges in less than 2 seconds.,NFR
The system shall be able to acquire shipping charges in less than 2 seconds.,NFR
The system will do periodic backups through a live internet connection.,NFR
The system shall validate credit cards against fraud.,NFR
The system shall encrypt all sensitive information via https.,NFR
The system shall encrypt all customer data in database.,NFR
The system shall encrypt all customer data in database.,NFR
The system shall detect consecutive failed login attempts,NFR
The system shall be protected by open source firewall called Firestarter.,NFR
The system shall have an availability of 99.,NFR
The system shall perform searches via Dijkstras shortest path algorithm.,NFR
"For returning customers, the system shall validate existing credit card in system after each log in.",NFR
The system shall automatically compress image files that are too large in size.,NFR
The system will employ on demand asynchronous loading for faster execution of pages.,NFR
The system shall validate email address existence.,NFR
The system shall be easy to use.,NFR
The system shall be easy to learn.,NFR
"The system shall utilize help bubbles to assist managers, customers, and administrators",NFR
The system shall employ easy to locate buttons,NFR
The system shall prompt customer with friend easy to read error messages.,NFR
The system shall utilize consistent symbols and colors for clear notifications.,NFR
The system shall be easily updatable for fixes and patches.,NFR
"The system shall create logs of all changes, updates, or fixes that are done to the site.",NFR
The system shall be easy to upgrade.,NFR
The system shall be extremely portable via the usb drive.,NFR
The system shall be easy to migrate or backed up via another usb drive.,NFR
The system shall be able to run in debug mode.,NFR
The system shall be able to process test credit card transactions.,NFR
The system shall be able to process test shipping orders.,NFR
The system shall be able to create a test environment for the web order system.,NFR
The system hardware shall be able to receive fixes and patches over an internet connection.,NFR
Yoggie shall coordinate on future enhancement and features with our organization.,NFR
The user shall be able to learn and master the system within 2 to 4 hours.,NFR
The system shall be highly available during working hours with all maintenance and backup activities occurring outside of these times.,NFR
"The system shall be a web application deployable on Microsoft or Unix platforms and accessible through browsers like IE, Firefox, Chrome, Opera, or Safari.",NFR
Users shall authenticate using a username and password.,NFR
Users shall be able to access functionalities based on their assigned roles.,NFR
System shall restrict local access and maintenance of database servers to authorized IT team members only.,NFR
The system shall enforce a time limit on queries to prevent them from exceeding one minute in execution time.,NFR
The system shall be able to perform periodic backups.,NFR
The system shall be designed to facilitate future evolution and maintenance operations.,NFR
The user shall be able to play or learn about Mahjong.,NFR
"The system shall be usable by users with basic PC, Macintosh, or Unix operating system knowledge.",NFR
User shall be able to play multiplayer Mahjong without requiring advanced knowledge of TCPIP networking.,NFR
User shall be able to play Mahjong with no prior knowledge of the rules.,NFR
The user shall be familiar with a Web Server environment.,NFR
The user shall be able to configure and operate a TCPIP server.,NFR
The user shall be able to understand basic networking concepts and access the hostname and IP address of the server running the MultiMahjongServer program.,NFR
The system shall be able to display a dialogue box explaining the nature of the error for nonfatal errors.,NFR
The system shall be able to allow continued gameplay upon encountering a nonfatal error.,NFR
The system shall be able to ensure a response time of 1 minute or less for Commanding Officer CO actions in both single and multiplayer modes.,NFR
The system shall be able to support concurrent multiplayer Mahjong games for up to 10 tables with a maximum of 40 players.,NFR
The system shall be able to calculate possible ChowPungKongMahjong moves within 5 seconds of receiving the latest discard information.,NFR
The system shall be able to exchange data with the MultiMahjongServer without encryption as the data is considered nonsensitive and poses no risk to system integrity.,NFR
The MultiMahjongServer will have no graphical user interface and will be run using a command prompt.,NFR
The MultiMahjongServer will have a graphical user interface with which the administrator of the server can get log information and change game settings.,NFR
The MultiMahjongClient will have a graphical user interface that the user will be able to interact with using a mouse and a keyboard.,NFR
The MultiMahjongClient will have sound effects associated with the game actions.,NFR
The system shall be able to display its graphical user interface GUI within an 800 x 600 pixel resolution.,NFR
All graphics will be in 16 bit colour.,NFR
"An administrators manual, explaining how to install and operate the MultiMahjongServer, will be provided.",NFR
"A users manual, explaining how to install and operate the MultiMahjongClient, will be provided.",NFR
"This documentation will be available in electronic files, and, with the exception of source code, in hard copy format.",NFR
"As an objective, the TCS shall support an automatic launch and recovery system.",NFR
"As and objective, the TCS shall be interoperable with the Integrity Beacon Landing System IBLS",NFR
"TCS shall provide the capability to monitor specific telemetry elements realtime, and record all telemetry elements for future review and processing.",NFR
The TCS shall be capable of being interoperable with the installed payloads across the 5 levels of UAV interaction.,NFR
The TCS shall provide the necessary system capabilities required for payload control beyond line of sight via uplink command of two air vehicles of the same type using sequential communication techniques.,NFR
"The TCS shall receive, process, and present payload data to the operator so that the status of the payload can be determined.",NFR
The TCS shall permit the operator to control the payload using all methods supported by the payload installed in the selected AV,NFR
The system shall deliver data from its originator to its destination with an acceptable residual error rate to ensure noncorruption of transferred data.,NFR
"The system shall encrypt data items to prevent unauthorized access, tampering, and eavesdropping.",NFR
"The system shall be able to retransmit, reconstruct, or reprocess data to ensure its reliability in case of loss or inaccessibility.",NFR
The APAF ground data system shall have builtin error handling.,NFR
The APAF system web server shall be password protected where appropriate to allow only pertinent ASPERA3 team members access.,NFR
There shall be a UNIXbased APAF system development computer.,NFR
There shall be a UNIXbased APAF system production computer with an archival system.,NFR
There shall be a web server for the APAF system,NFR
There shall be a network connection between SwRI and NISN.,NFR
SwRI shall provide APAF system maintenance.,NFR
SwRI shall provide software support for the APAF system.,NFR
Science analysis software shall be integrated into the NASA approved data repository.,NFR
ASPERA3 data shall be provided to NASA PDS no later than 6 months after acquisition.,NFR
"Program will have a simple, graphically appealing interface designed for sixth graders.",NFR
Software will run on most computers since it only requires Macromedia Flash and HTML.,NFR
The system shall utilize a web browser compatible with the Flash plugin requirements in Playback section.,NFR
The product will be as secure as the web browser that will run the product.,NFR
The product will be available over the Internet via the S2S website.,NFR
"Reliability will be ensured by extensive testing by the team members and mentors, if available.",NFR
"The system shall be maintainable through modular code structure, allowing for easy future modifications by separating functionalities into subscenes within the main Flash game.",NFR
"The BE shall be able to handle lag sets up to a maximum size of 262,144 values",NFR
"The system shall be able to monitor the overall data processing rate, compare it to tolerances, and report any deviations from those tolerances.",NFR
"The BE shall trap, flag and repair infs, NaNs, underflows, overflows and other computation errors.",NFR
The BE shall periodically or upon request check PIDs and assure that all started tasks are alive and running.,NFR
The BE shall periodically or upon request check Backend physical processors and assure that all needed processors are alive and responding,NFR
The BE shall periodically or upon request check all Backend internal networks and assure that all communication connections are intact and functioning,NFR
"The system shall be able to fully reconstruct the raw, original input data from the processed output.",NFR
"The Backend System shall ensure input data fidelity and dynamic range integrity across all processing, manipulation, and IO functions.",NFR
The system shall be capable of flagging and marking corrupted data segments and proceeding without interruption or effect on other data.,NFR
The BE System shall be capable of accepting an aggregate data input stream from the Correlator of a minimum of 6 Gbytessec.,NFR
The BE System shall be capable of delivering an output data stream to the e2e System of a minimum of 25 MBytessec,NFR
The total processor capability of the BE System shall be sufficient to accomplish all processing tasks while avoiding loss or delay on the input and output data streams.,NFR
The BE System shall have sufficient amount TBD memory with sufficient rate TBD access speeds to accomplish all processing tasks while avoiding loss or delay on the input and output data streams,NFR
"All mathscience application software shall take optimal advantage of all language, compiler, and system computational features and resources to reduce run times to the minimum practical level.",NFR
"All management software functions shall take optimal advantage of all language, compiler and system features and resources to reduce overheads to the minimum practical level.",NFR
"All input and output, and storage and retrieval operations shall take optimal advantage of all system resources to reduce overhead and latency to the minimal practical level.",NFR
All data processing functions shall be chainable outputs pipeable to inputs and repeatable in the processing pipeline in cases where this makes computational sense.,NFR
"The system shall use industrystandard, commonly available, and widely used operating system, message passing middleware, and programming languages.",NFR
"The system shall be able to selfmonitor and automatically take actions to address various issues including hardware failures, software crashes, performance degradation, errors, and communication disruptions.",NFR
The software part of the system shall be able to perform without total system restart due to internal failure between array maintenance windows.,NFR
"The hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power.",NFR
The system shall be capable of responding in a lossless manner to IO and processing changes arising from Correlator mode changes.,NFR
The system shall continue to operate in a lossless manner in the event of a temporary time duration TBD loss of availability of the e2e System.,NFR
"The system shall be able to complete processing of all onboard data, deliver the results to the EndtoEnd System and maintain availability for immediate resumption of operations once Correlator access is restored.",NFR
"All system processing and interconnect hardware shall be readily accessible for maintenance, repair, replacement andor reconfiguration",NFR
All systems and application source code shall be available to or on the systems that execute it.,NFR
Software tools and prebuilt applications that do not have source code available shall come with a complete diagnostic package and customer support.,NFR
Operating system software shall either have source code available or come with sufficient diagnostics and customer support.,NFR
"IO, communications, and processing hardware shall be easily expandable, reconfigureable, augmentable and replaceable to meet increasing data transfer and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.",NFR
"Above, shall be accomplished in manner that is transparent to processing, communications and IO software functions with the possible exception of recompilation of executables.",NFR
The system shall be able to operate seamlessly at its interfaces with hardware modules and software functionality.,NFR
The Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in realtime.,NFR
All users of the system shall login using some form of unique identification.,NFR
A system administrator shall have unrestricted access to all aspects of the system.,NFR
Each user shall have a set of system access properties that defines the users privileges within the system.,NFR
The administrator shall have the ability to create and add a new user to the system.,NFR
The administrator shall have the ability to remove a user from the system.,NFR
The administrator shall have the ability to edit a users system access properties.,NFR
The administrator shall have the ability to block all access to the system for all users or selectively by user.,NFR
The system shall be able to handle nonrealtime operations in a transparent fashion.,NFR
Modular design principles shall be employed to the maximum extent possible,NFR
Complete and comprehensible hardware systems specifications and configuration information shall be readily available,NFR
Software system and application code shall be well documented and written in a generally familiar language or languages preferably not more than two.,NFR
"Wherever applicable, all computers and peripherals shall be powered though UPS type devices with sufficient capacity for the computers to safely coordinate a system wide shutdown of the correlator hardware in the event of a prolonged power outage",NFR
All computers within the CMCS system shall have the ability for authorized users to directly access individual systems for maintenance and monitoring through remote logins.,NFR
Each computer system in the CMCS shall have a hardware based watchdog timer configured to reboot the system in the case of a system hang.,NFR
The CMIB shall conform to both electrical and physical PC104 standards,NFR
"The CMIB shall be able to function as a realtime computer with at least 64MB of RAM, storage, various ports, and network connectivity.",NFR
"The system shall support realtime correlator operations, hardware monitoringcontrol, and PLDFPGA personality updates over the network.",NFR
"The MCCC shall be a high availability type generalpurpose computer capable of supporting multiple Ethernet interfaces, COTS operating systems, and support serverhost services for the CMIB operating system.",NFR
The MCCC shall have all required disk and file system facilities installed locally such that the system can boot and run in a standalone configuration.,NFR
"The CPCC shall be able to function as a high availability computer for realtime correlator operations, hardware monitoringcontrol, and remote PLDFPGA updates.",NFR
The CPCC shall have all required disk and file system facilities installed locally such that the system can boot and run in a standalone configuration.,NFR
"The CMCS processors shall be capable of responding to correlator hardware inputs interrupts in a deterministic fashion with sufficient performance to avoid data loss, corruption or overflows.",NFR
"The system shall function as a high availability computer for realtime tasks including correlation, hardware management, and remote updates.",NFR
"All system error and debug messages shall be categorized in a logical fashion such that message traffic can be filtered as to content, detail, and message rate.",NFR
All messages passed between CMCS system layers shall have both UTC and wall clock time stamp information appropriate for the message type.,NFR
"Software shall be provided that allows an authorized user full access to all messaging, monitor, and control traffic throughout the CMCS.",NFR
The BE shall verify the successful receipt of incoming data from the Correlator.,NFR
"The CMCS shall autonomously monitor and respond to hardware issues, software crashes, resource limitations, errors, and communication failures.",NFR
The software part of the system shall be able to perform without total system restart due to internal failure between system maintenance windows.,NFR
"The hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power.",NFR
